OBJECTID,Shape,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
9411,b'\x00\x01\xad\x10\x00\x00\x083\xaab\xe38[\xc0\x08\x91\x9b\x9aq\xcc@@\x083\xaab\xe38[\xc0\x08\x91\x9b\x9aq\xcc@@|\x01\x00\x00\x00\x083\xaab\xe38[\xc0\x08\x91\x9b\x9aq\xcc@@\xfe',9456,FS-1436501,FED,FS-FIRESTAT,FS,USNMGNF,Gila National Forest,306,Gila National Forest,85,85,CQC4,MARTINEZ II,2006_NM-GNF-000612_RESERVE COMPLEX,2006_NM-GNF-000612_RESERVE COMPLEX,NM3363410885120060606,MARTINEZ,RESERVE COMPLEX,2006,6/14/2006,165,1820,Natural,Natural,,7/1/2006,182,2000,6618,G,33.59722222,-108.8888889,USFS,NM,3,35003,Catron County
9417,"b""\x00\x01\xad\x10\x00\x00\x84'\xd3\xecJ\x0e[\xc0\xc0G\x13H\xb9\xed@@\x84'\xd3\xecJ\x0e[\xc0\xc0G\x13H\xb9\xed@@|\x01\x00\x00\x00\x84'\xd3\xecJ\x0e[\xc0\xc0G\x13H\xb9\xed@@\xfe""",9462,FS-1436515,FED,FS-FIRESTAT,FS,USNMGNF,Gila National Forest,306,Gila National Forest,66,66,CP1Z,WILSON,2006_NM-GNF-000612_RESERVE COMPLEX,2006_NM-GNF-000612_RESERVE COMPLEX,,,RESERVE COMPLEX,2006,6/6/2006,157,1530,Natural,Natural,,6/17/2006,168,1900,5216,G,33.85722222,-108.2233333,USFS,NM,3,35003,Catron County
9670,b'\x00\x01\xad\x10\x00\x00\xc4V\x02\xef\xa5\x0e\\\xc0\xf8$H\xc3\xee\x16A@\xc4V\x02\xef\xa5\x0e\\\xc0\xf8$H\xc3\xee\x16A@|\x01\x00\x00\x00\xc4V\x02\xef\xa5\x0e\\\xc0\xf8$H\xc3\xee\x16A@\xfe',9717,FS-1436930,FED,FS-FIRESTAT,FS,USAZPNF,Prescott National Forest,309,Prescott National Forest,49,30,CS6R,TIGER,2006_AZ-PNF-000387_TIGER - ROCK,2006_AZ-PNF-000387_TIGER - ROCK,AZ3417411223020060629,TIGER,TIGER ROCK COMPLEX,2006,6/29/2006,180,1500,Natural,Natural,,7/8/2006,189,1300,5143,G,34.17916667,-112.2288889,USFS,AZ,25,4025,Yavapai County
11541,b'\x00\x01\xad\x10\x00\x00\xc0b\xa4|`\xaf]\xc0\x18\x80\\;\xc1fF@\xc0b\xa4|`\xaf]\xc0\x18\x80\\;\xc1fF@|\x01\x00\x00\x00\xc0b\xa4|`\xaf]\xc0\x18\x80\\;\xc1fF@\xfe',11595,FS-1439418,FED,FS-FIRESTAT,FS,USORUMF,Umatilla National Forest,614,Umatilla National Forest,92,519-283,C4LB,SHARPS RIDGE,2006_OR-UMF-283_SHARPS RIDGE,,OR4481611875220060814,SHARPS RIDGE,,2006,8/19/2006,231,1338,Natural,Natural,,9/6/2006,249,1800,5394.9,G,44.80277778,-118.7402778,USFS,OR,23,41023,Grant County
11658,b'\x00\x01\xad\x10\x00\x00\xa4\x88\xab\x81h([\xc0\xf83\xc47\xa8\xb4@@\xa4\x88\xab\x81h([\xc0\xf83\xc47\xa8\xb4@@|\x01\x00\x00\x00\xa4\x88\xab\x81h([\xc0\xf83\xc47\xa8\xb4@@\xfe',11712,FS-1439577,FED,FS-FIRESTAT,FS,USNMGNF,Gila National Forest,306,Gila National Forest,88,88,CQ3X,BEAR,2006_NM-GNF-000088_BEAR,,NM3342710857420060619,BEAR,,2006,6/19/2006,170,1100,Human,Recreation and ceremony,,8/23/2006,235,730,55307,G,33.41138889,-108.6313889,USFS,NM,3,35003,Catron County
11746,b'\x00\x01\xad\x10\x00\x004\xf3I\xc6(\x0c\\\xc0x\x16\xb4\x98qTB@4\xf3I\xc6(\x0c\\\xc0x\x16\xb4\x98qTB@|\x01\x00\x00\x004\xf3I\xc6(\x0c\\\xc0x\x16\xb4\x98qTB@\xfe',11800,FS-1439712,FED,FS-FIRESTAT,FS,USAZKNF,Kaibab National Forest,307,Kaibab National Forest,32,12,CR0P,WARM,2006_AZ-KNF-00143_WARM FIRE,,AZ3662511217320060608,WARM,,2006,6/8/2006,159,1823,Natural,Natural,,8/9/2006,221,700,58630,G,36.65972222,-112.19,USFS,AZ,5,4005,Coconino County
11953,b'\x00\x01\xad\x10\x00\x00\x18\x89\xb2\xb2\x9b\xaf[\xc00\xd4\xc0\xad@?A@\x18\x89\xb2\xb2\x9b\xaf[\xc00\xd4\xc0\xad@?A@|\x01\x00\x00\x00\x18\x89\xb2\xb2\x9b\xaf[\xc00\xd4\xc0\xad@?A@\xfe',12007,FS-1440021,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,301,Apache-Sitgreaves National Forest,69,23,CN2Y,POTATO,2006_AZ-ASF-060252_POTATO COMPLEX,2006_AZ-ASF-060252_POTATO COMPLEX,AZ3454711071420060608,UNNAMED,POTATO COMPLEX ,2006,6/6/2006,157,1410,Natural,Natural,,7/10/2006,191,1800,6262,G,34.49416667,-110.7438889,USFS,AZ,17,4017,Navajo County
12343,b'\x00\x01\xad\x10\x00\x00\xbc\ny\xcf\xa4\x7fY\xc00A\x14\x06D\xccF@\xbc\ny\xcf\xa4\x7fY\xc00A\x14\x06D\xccF@|\x01\x00\x00\x00\xbc\ny\xcf\xa4\x7fY\xc00A\x14\x06D\xccF@\xfe',12398,FS-1440530,FED,FS-FIRESTAT,FS,USNDDPF,Dakota Prairie National Grasslands,118,Dakota Prairie Grasslands,19,06-2006-09,B6SW,BLACK HORSE CREEK,2006_SD-SDS-060649_BLACK HORSE CREEK,,SD4559110203620060719,BLACK HORSE CREEK,,2006,7/19/2006,200,20,Natural,Natural,,7/24/2006,205,1500,7829.4,G,45.59583333,-101.9944444,STATE OR PRIVATE,SD,31,46031,Corson County
12671,b'\x00\x01\xad\x10\x00\x00\xa4a24\xe2\xfd]\xc0(\x1d\xff\xb4z\xc4C@\xa4a24\xe2\xfd]\xc0(\x1d\xff\xb4z\xc4C@|\x01\x00\x00\x00\xa4a24\xe2\xfd]\xc0(\x1d\xff\xb4z\xc4C@\xfe',12727,FS-1440958,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,417,Humboldt-Toiyabe National Forest,76,HTF-1579,C3PW,VERDI (STONE RIDGE),2006_NV-HTF-1579_VERDI,,NV3955211994120060811,VERDI (STONE RIDGE),,2006,8/11/2006,223,1512,Human,Missing data/not specified/undetermined,,8/14/2006,226,800,6052,G,39.535,-119.9669444,MISSING/NOT SPECIFIED,NV,31,32031,Washoe County
12799,b'\x00\x01\xad\x10\x00\x00du\xe0\xd9\x94i]\xc0\x08\x1a\x1e[\x0c\xed@@du\xe0\xd9\x94i]\xc0\x08\x1a\x1e[\x0c\xed@@|\x01\x00\x00\x00du\xe0\xd9\x94i]\xc0\x08\x1a\x1e[\x0c\xed@@\xfe',12855,FS-1441162,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,502,Cleveland National Forest,8,2,CB5Q,SIERRA,2006_CA-CNF-300_SIERRA,,CA3382311769020060206,SIERRA,,2006,2/6/2006,37,410,Human,Missing data/not specified/undetermined,,2/6/2006,37,428,10584,G,33.85194444,-117.6497222,USFS,CA,59,6059,Orange County
12833,b'\x00\x01\xad\x10\x00\x00`{\xaf\x1f\x97\xb7[\xc0@\xfb\x9d\x02m\xa8F@`{\xaf\x1f\x97\xb7[\xc0@\xfb\x9d\x02m\xa8F@|\x01\x00\x00\x00`{\xaf\x1f\x97\xb7[\xc0@\xfb\x9d\x02m\xa8F@\xfe',12889,FS-1441200,FED,FS-FIRESTAT,FS,USMTCGF,Custer Gallatin National Forest,111,Gallatin National Forest,19,5,C12X,BIG CREEK,2006_MT-GNF-055_PARADISE VALLEY COMPLEX,2006_MT-GNF-055_PARADISE VALLEY COMPLEX,MT4536911086620060729,BIG CREEK,PARADISE VALLEY COMPLEX,2006,7/29/2006,210,1642,Natural,Natural,,10/19/2006,292,1100,14000,G,45.31583333,-110.8686111,MISSING/NOT SPECIFIED,MT,67,30067,Park County
12844,b'\x00\x01\xad\x10\x00\x00$DuJ\xd2{[\xc0\xf8\x9e\xa8\x11\x9f\xc4F@$DuJ\xd2{[\xc0\xf8\x9e\xa8\x11\x9f\xc4F@|\x01\x00\x00\x00$DuJ\xd2{[\xc0\xf8\x9e\xa8\x11\x9f\xc4F@\xfe',12900,FS-1441214,FED,FS-FIRESTAT,FS,USMTCGF,Custer Gallatin National Forest,111,Gallatin National Forest,35,6,C4YP,DERBY,2006_MT-GNF-000047_DERBY FIRE,,MT4559210981020060822,DERBY,,2006,8/22/2006,234,1630,Natural,Natural,,10/19/2006,292,1800,207115,G,45.53611111,-109.9347222,USFS,MT,97,30097,Sweet Grass County
12847,b'\x00\x01\xad\x10\x00\x00H`\x06rO\x9e[\xc0\xb0t\x13)\x0b\x9eF@H`\x06rO\x9e[\xc0\xb0t\x13)\x0b\x9eF@|\x01\x00\x00\x00H`\x06rO\x9e[\xc0\xb0t\x13)\x0b\x9eF@\xfe',12903,FS-1441219,FED,FS-FIRESTAT,FS,USMTCGF,Custer Gallatin National Forest,111,Gallatin National Forest,38,8,C5K5,PASSAGE FALLS,2006_MT-GNF-055_PARADISE VALLEY COMPLEX,2006_MT-GNF-055_PARADISE VALLEY COMPLEX,MT4525711043720060821,PASSAGE FALLS,PARADISE VALLEY COMPLEX,2006,8/29/2006,241,1354,Natural,Natural,,10/19/2006,292,1800,6620,G,45.23472222,-110.4736111,USFS,MT,67,30067,Park County
12849,b'\x00\x01\xad\x10\x00\x00\x08\x08;2\x87\x99[\xc0\xa0/\xc8\x93\xed\xb7F@\x08\x08;2\x87\x99[\xc0\xa0/\xc8\x93\xed\xb7F@|\x01\x00\x00\x00\x08\x08;2\x87\x99[\xc0\xa0/\xc8\x93\xed\xb7F@\xfe',12905,FS-1441222,FED,FS-FIRESTAT,FS,USMTCGF,Custer Gallatin National Forest,111,Gallatin National Forest,40,8,C5MR,JUNGLE,2006_MT-GNF-056_JUNGLE,,MT4550111032120060821,JUNGLE,,2006,8/31/2006,243,1045,Natural,Natural,,10/19/2006,292,1030,25828,G,45.43694444,-110.3988889,USFS,MT,67,30067,Park County
12935,b'\x00\x01\xad\x10\x00\x00\xd8\xd9\xd4\x9c\xa3\x0c^\xc0x:\x07q\xd3>F@\xd8\xd9\xd4\x9c\xa3\x0c^\xc0x:\x07q\xd3>F@|\x01\x00\x00\x00\xd8\xd9\xd4\x9c\xa3\x0c^\xc0x:\x07q\xd3>F@\xfe',12992,FS-1441380,FED,FS-FIRESTAT,FS,USOROCF,Ochoco National Forest,607,Ochoco National Forest,35,1-020,C03S,0564 - MAXWELL FIRE,2006_OR-OCF-0000564_MAXWELL FIRE,,OR4446012018320060724,MAXWELL,,2006,7/24/2006,205,615,Natural,Natural,,9/9/2006,252,1415,7145,G,44.49083333,-120.1975,USFS,OR,69,41069,Wheeler County
13023,b'\x00\x01\xad\x10\x00\x00\xa8\x85\xef\x83G\xc9Y\xc0\x10L#=wWE@\xa8\x85\xef\x83G\xc9Y\xc0\x10L#=wWE@|\x01\x00\x00\x00\xa8\x85\xef\x83G\xc9Y\xc0\x10L#=wWE@\xfe',13081,FS-1441497,FED,FS-FIRESTAT,FS,USNENBF,Nebraska National Forest,207,Nebraska National Forest,29,13,C1V6,ROBERTS TRACT,2006_NE-NBF-060758_DAWES COUNTY COMPLEX,2006_NE-NBF-060758_DAWES COUNTY COMPLEX,NE4270310305920060727,DAWES COUNTY COMPLEX,DAWES COUNTY COMPLEX,2006,7/26/2006,207,1900,Natural,Natural,,8/20/2006,232,1800,10079,G,42.68333333,-103.145,USFS,NE,45,31045,Dawes County
13024,b'\x00\x01\xad\x10\x00\x00\xa0U\x11\x94y\xbdY\xc0\xe0s\xc2\x19vXE@\xa0U\x11\x94y\xbdY\xc0\xe0s\xc2\x19vXE@|\x01\x00\x00\x00\xa0U\x11\x94y\xbdY\xc0\xe0s\xc2\x19vXE@\xfe',13082,FS-1441498,FED,FS-FIRESTAT,FS,USNENBF,Nebraska National Forest,207,Nebraska National Forest,22,10,C1YG,SPOTTED TAIL #3,2006_NE-NBF-060758_DAWES COUNTY COMPLEX,2006_NE-NBF-060758_DAWES COUNTY COMPLEX,NE4270310305920060727,DAWES COUNTY COMPLEX,DAWES COUNTY COMPLEX,2006,7/28/2006,209,1500,Natural,Natural,,8/20/2006,232,1800,17899,G,42.69111111,-102.9605556,USFS,NE,45,31045,Dawes County
13100,b'\x00\x01\xad\x10\x00\x00\xa0\xddt\r+~Z\xc0x\xd7\\\x7f\xdc\xbeF@\xa0\xddt\r+~Z\xc0x\xd7\\\x7f\xdc\xbeF@|\x01\x00\x00\x00\xa0\xddt\r+~Z\xc0x\xd7\\\x7f\xdc\xbeF@\xfe',13158,FS-1441600,FED,FS-FIRESTAT,FS,USMTCGF,Custer Gallatin National Forest,108,Custer National Forest,28,4/6/2018,CYC2,WATT DRAW,2006_MT-MCD-063_WATT DRAW,2006_MT-MCD-063_WATT DRAW,MT4551210597920060713,WATT DRAW,WATT DRAW COMPLEX,2006,7/13/2006,194,616,Natural,Natural,,7/23/2006,204,2000,17552,G,45.49111111,-105.9713889,MISSING/NOT SPECIFIED,MT,75,30075,Powder River County
13120,b'\x00\x01\xad\x10\x00\x00\xa0\x92uc\xba\x04]\xc0PL+\xb38\xb6D@\xa0\x92uc\xba\x04]\xc0PL+\xb38\xb6D@|\x01\x00\x00\x00\xa0\x92uc\xba\x04]\xc0PL+\xb38\xb6D@\xfe',13178,FS-1441629,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,409,Humboldt National Forest,8,1103,C4N5,SNOW CANYON,2006_NV-HTF-001103_SNOW CANYON,,NV4146311606020060820,SNOW CANYON,,2006,8/20/2006,232,1920,Natural,Natural,,8/27/2006,239,1800,22233.6,G,41.42361111,-116.0738889,USFS,NV,7,32007,Elko County
13296,b'\x00\x01\xad\x10\x00\x00H\x81(?\xb9\xb5\\\xc0\xb0\x99\xe1K\x90)F@H\x81(?\xb9\xb5\\\xc0\xb0\x99\xe1K\x90)F@|\x01\x00\x00\x00H\x81(?\xb9\xb5\\\xc0\xb0\x99\xe1K\x90)F@\xfe',13355,FS-1441856,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,413,Salmon-Challis National Forest,28,D3-05,C1S2,POTATO,2006_ID-SCF-6294_POTATO,,ID4437211481420060726,POTATO,,2006,7/27/2006,208,1320,Natural,Natural,,9/18/2006,261,1800,18236,G,44.32472222,-114.8394444,USFS,ID,37,16037,Custer County
13297,b'\x00\x01\xad\x10\x00\x00hCh~\x81\xd2\\\xc0 m\xd7I\xd2?F@hCh~\x81\xd2\\\xc0 m\xd7I\xd2?F@|\x01\x00\x00\x00hCh~\x81\xd2\\\xc0 m\xd7I\xd2?F@\xfe',13356,FS-1441857,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,413,Salmon-Challis National Forest,52,D6MF08,C28E,BOUNDARY,2006_ID-SCF-006336_BOUNDARY COMPLEX,2006_ID-SCF-006336_BOUNDARY COMPLEX,ID4451811531020060807,BOUNDARY COMPLEX,BOUNDARY COMPLEX,2006,8/7/2006,219,2015,Natural,Natural,,11/13/2006,317,1359,11005,G,44.49861111,-115.2891667,USFS,ID,85,16085,Valley County
13732,"b'\x00\x01\xad\x10\x00\x00,S\xdfn\xd3*]\xc0h\xa1yz\x91`@@,S\xdfn\xd3*]\xc0h\xa1yz\x91`@@|\x01\x00\x00\x00,S\xdfn\xd3*]\xc0h\xa1yz\x91`@@\xfe'",13793,FS-1442475,FED,FS-FIRESTAT,FS,USCACNF,Cleveland National Forest,502,Cleveland National Forest,55,26,C0VQ,HORSE,2006_CA-CNF-2059_HORSE FIRE,,CA3271711662220060723,HORSE,,2006,7/23/2006,204,605,Human,Recreation and ceremony,,7/29/2006,210,1800,16677,G,32.75444444,-116.6691667,USFS,CA,73,6073,San Diego County
13747,b'\x00\x01\xad\x10\x00\x00\x14\x9c^\xb5\xb4\xd9\\\xc0\x00`\xeb\xa8\xa3 C@\x14\x9c^\xb5\xb4\xd9\\\xc0\x00`\xeb\xa8\xa3 C@|\x01\x00\x00\x00\x14\x9c^\xb5\xb4\xd9\\\xc0\x00`\xeb\xa8\xa3 C@\xfe',13808,FS-1442491,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,409,Humboldt National Forest,29,P4CR3U,CR3U,SHERWOOD,2006_NV-ELD-000066_SHERWOOD,,NV3826511542420060625,SHERWOOD,,2006,6/25/2006,176,1714,Natural,Natural,,6/25/2006,176,1730,7378,G,38.255,-115.4016667,USFS,NV,33,32033,White Pine County
13889,b'\x00\x01\xad\x10\x00\x008U\x81\x04L\xdd\\\xc08:\x86\xeb\x84CF@8U\x81\x04L\xdd\\\xc08:\x86\xeb\x84CF@|\x01\x00\x00\x008U\x81\x04L\xdd\\\xc08:\x86\xeb\x84CF@\xfe',13950,FS-1442651,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,413,Salmon-Challis National Forest,81,496,B6RR,NORTH ELK,2006_ID-SCF-006336_BOUNDARY COMPLEX,2006_ID-SCF-006336_BOUNDARY COMPLEX,ID4451811531020060807,BOUNDARY COMPLEX,BOUNDARY COMPLEX,2006,8/21/2006,233,1819,Natural,Natural,,9/20/2006,263,1800,6099,G,44.5275,-115.4577778,USFS,ID,85,16085,Valley County
14025,b'\x00\x01\xad\x10\x00\x000\xbckf\xd3\x82]\xc0\xc82\xderO\x12G@0\xbckf\xd3\x82]\xc0\xc82\xderO\x12G@|\x01\x00\x00\x000\xbckf\xd3\x82]\xc0\xc82\xderO\x12G@\xfe',14086,FS-1442801,FED,FS-FIRESTAT,FS,USORUMF,Umatilla National Forest,614,Umatilla National Forest,102,416-411,C6XX,COLUMBIA COMPLEX,2006_OR-UMF-000411_COLUMBIA COMPLEX,2006_OR-UMF-000411_COLUMBIA COMPLEX,WA4616811780620060821,COLUMBIA COMPLEX,COLUMBIA COMPLEX,2006,8/21/2006,233,2240,Natural,Natural,,10/9/2006,282,1200,109259,G,46.14305556,-118.0441667,MISSING/NOT SPECIFIED,WA,13,53013,Columbia County
14144,b'\x00\x01\xad\x10\x00\x00\x08*\x12b\xba\xd8\\\xc0 \xc0\xdfX%\x1fF@\x08*\x12b\xba\xd8\\\xc0 \xc0\xdfX%\x1fF@|\x01\x00\x00\x00\x08*\x12b\xba\xd8\\\xc0 \xc0\xdfX%\x1fF@\xfe',14206,FS-1442958,FED,FS-FIRESTAT,FS,USIDBOF,Boise National Forest,402,Boise National Forest,85,152,C3ZE,RED MOUNTAIN,2006_ID-BOF-000152_RED MOUNTAIN,,ID4430011536720060813,RED MOUNTAIN,,2006,8/14/2006,226,1340,Human,Recreation and ceremony,,10/6/2006,279,1900,35482,G,44.24333333,-115.3863889,USFS,ID,15,16015,Boise County
14233,b'\x00\x01\xad\x10\x00\x00l\xd7\xe8(\xc9\xdf^\xc0\xb8\x8f\x8b\xc0Q\xa8D@l\xd7\xe8(\xc9\xdf^\xc0\xb8\x8f\x8b\xc0Q\xa8D@|\x01\x00\x00\x00l\xd7\xe8(\xc9\xdf^\xc0\xb8\x8f\x8b\xc0Q\xa8D@\xfe',14297,FS-1443059,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,510,Six Rivers National Forest,27,52-06,C1UK,SOMES,2006_CA-SRF-997_ORLEANS COMPLEX,2006_CA-SRF-997_ORLEANS COMPLEX,CA4133612346520060724,ORLEANS COMPLEX,ORLEANS COMPLEX,2006,7/24/2006,205,1703,Natural,Natural,,10/18/2006,291,1800,15710,G,41.315,-123.4966667,USFS,CA,23,6023,Humboldt County
14285,b'\x00\x01\xad\x10\x00\x00P\x93<~?8]\xc0\xd0\xa1\x11{G\xf9F@P\x93<~?8]\xc0\xd0\xa1\x11{G\xf9F@|\x01\x00\x00\x00P\x93<~?8]\xc0\xd0\xa1\x11{G\xf9F@\xfe',14349,FS-1443119,FED,FS-FIRESTAT,FS,USORWWF,Wallowa-Whitman National Forest,616,Wallowa-Whitman National Forest,111,660,C4WL,JIM CREEK,2006_OR-WWF-660_JIM CREEK,,OR4591411692620060822,JIM CREEK,,2006,8/22/2006,234,925,Natural,Natural,,9/15/2006,258,1800,12946,G,45.9475,-116.8788889,USFS,OR,63,41063,Wallowa County
14371,b'\x00\x01\xad\x10\x00\x00t\x9f\x8b\xa2a\xf2\\\xc0\xd8>z\xb6\x93&F@t\x9f\x8b\xa2a\xf2\\\xc0\xd8>z\xb6\x93&F@|\x01\x00\x00\x00t\x9f\x8b\xa2a\xf2\\\xc0\xd8>z\xb6\x93&F@\xfe',14438,FS-1443239,FED,FS-FIRESTAT,FS,USIDBOF,Boise National Forest,402,Boise National Forest,103,176,C4ST,RATTLESNAKE,2006_ID-BOF-000183_RATTLESNAKE COMPLEX,2006_ID-BOF-000183_RATTLESNAKE COMPLEX,ID4428411578320060820,RATTLESNAKE COMPLEX,RATTLESNAKE COMPLEX,2006,8/20/2006,232,1711,Natural,Natural,,11/6/2006,310,1800,43600,G,44.30138889,-115.7872222,USFS,ID,85,16085,Valley County
14381,"b'\x00\x01\xad\x10\x00\x00\xb0D\x9c\x8b\xf5,^\xc0\xd8\xc4\xbb\xf6!\x82C@\xb0D\x9c\x8b\xf5,^\xc0\xd8\xc4\xbb\xf6!\x82C@|\x01\x00\x00\x00\xb0D\x9c\x8b\xf5,^\xc0\xd8\xc4\xbb\xf6!\x82C@\xfe'",14448,FS-1443249,FED,FS-FIRESTAT,FS,USCATNF,Tahoe National Forest,517,Tahoe National Forest,64,AM-8,C54C,RALSTON,2006_CA-TNF-1443_RALSTON,,CA3902412068120060905,RALSTON,,2006,9/5/2006,248,1551,Human,Missing data/not specified/undetermined,,9/5/2006,248,1628,8422,G,39.01666667,-120.7025,STATE OR PRIVATE,CA,61,6061,Placer County
14383,b'\x00\x01\xad\x10\x00\x00T(DS%\xb7^\xc0(\xb99\xeb\x8c\xd4C@T(DS%\xb7^\xc0(\xb99\xeb\x8c\xd4C@|\x01\x00\x00\x00T(DS%\xb7^\xc0(\xb99\xeb\x8c\xd4C@\xfe',14450,FS-1443251,FED,FS-FIRESTAT,FS,USCAMNF,Mendocino National Forest,508,Mendocino National Forest,15,MNF894,C1HD,HUNTER,2006_CA-MNF-894_HUNTER,,CA3966212292720060724,HUNTER,,2006,7/24/2006,205,1710,Natural,Natural,,9/7/2006,250,1800,16296,G,39.66055556,-122.8616667,USFS,CA,45,6045,Mendocino County
14500,b'\x00\x01\xad\x10\x00\x00\x00\xdc\xdd\x17\xb8\xd2^\xc0\xd0\x80\xbb\x05u\xb9D@\x00\xdc\xdd\x17\xb8\xd2^\xc0\xd0\x80\xbb\x05u\xb9D@|\x01\x00\x00\x00\x00\xdc\xdd\x17\xb8\xd2^\xc0\xd0\x80\xbb\x05u\xb9D@\xfe',14570,FS-1443388,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,510,Six Rivers National Forest,28,58-02,C6L7,HANCOCK,2006_CA-KNF-003497_UNCLES COMPLEX,2006_CA-KNF-003497_UNCLES COMPLEX,CA4142612330620060724,HANCOCK,UNCLES COMPLEX,2006,7/24/2006,205,2222,Natural,Natural,,10/23/2006,296,1800,10770,G,41.44888889,-123.2925,USFS,CA,93,6093,Siskiyou County
14584,b'\x00\x01\xad\x10\x00\x00 \xb9_\xb2\x0fv^\xc0\x08Uv\xd6{KF@ \xb9_\xb2\x0fv^\xc0\x08Uv\xd6{KF@|\x01\x00\x00\x00 \xb9_\xb2\x0fv^\xc0\x08Uv\xd6{KF@\xfe',14655,FS-1443485,FED,FS-FIRESTAT,FS,USORWIF,Willamette National Forest,618,Willamette National Forest,138,de 16,C4KA,PUZZLE,2006_OR-DEF-0668_CASCADE CREST COMPLEX,2006_OR-DEF-0668_CASCADE CREST COMPLEX,OR4458912183720060819,CASCADE CREST COMPLEX (PUZZLE),CASCADE CREST COMPLEX,2006,8/19/2006,231,600,Human,Missing data/not specified/undetermined,,9/9/2006,252,1800,6340,G,44.58972222,-121.8447222,USFS,OR,43,41043,Linn County
14599,"b""\x00\x01\xad\x10\x00\x00\xa8<^\xa1\x1f\xd8^\xc0\xd0\xf1G\xa7'\xcdD@\xa8<^\xa1\x1f\xd8^\xc0\xd0\xf1G\xa7'\xcdD@|\x01\x00\x00\x00\xa8<^\xa1\x1f\xd8^\xc0\xd0\xf1G\xa7'\xcdD@\xfe""",14670,FS-1443501,FED,FS-FIRESTAT,FS,USCAKNF,Klamath National Forest,505,Klamath National Forest,41,6,B6UQ,TITUS,2006_CA-KNF-3536_HAPPY CAMP,2006_CA-KNF-3536_HAPPY CAMP,CA4160912335520060723,TITUS,HAPPY CAMP COMPLEX,2006,7/23/2006,204,1800,Natural,Natural,,,,,5792,G,41.60277778,-123.3769444,USFS,CA,93,6093,Siskiyou County
14717,b'\x00\x01\xad\x10\x00\x00\xb0\x89z^\x1d\xb2\\\xc0`\xf2\xd6\xcb\xff\x8fF@\xb0\x89z^\x1d\xb2\\\xc0`\xf2\xd6\xcb\xff\x8fF@|\x01\x00\x00\x00\xb0\x89z^\x1d\xb2\\\xc0`\xf2\xd6\xcb\xff\x8fF@\xfe',14788,FS-1443641,FED,FS-FIRESTAT,FS,USIDPAF,Payette National Forest,412,Payette National Forest,804,804,CY32,DUNCE WFU,2006_ID-PAF-006037_PAYETTE WFU COMPLEX,2006_ID-PAF-006037_PAYETTE WFU COMPLEX,ID4513411480420060707,DUNCE WFU,PAYETTE WFU COMPLEX,2006,7/8/2006,189,1712,Natural,Natural,,9/12/2006,255,1642,7898,G,45.125,-114.7830556,USFS,ID,85,16085,Valley County
14835,b'\x00\x01\xad\x10\x00\x00\x90\xaeK\xedB\xb1]\xc0\x08N\\\x7f\xecPA@\x90\xaeK\xedB\xb1]\xc0\x08N\\\x7f\xecPA@|\x01\x00\x00\x00\x90\xaeK\xedB\xb1]\xc0\x08N\\\x7f\xecPA@\xfe',14907,FS-1443777,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,507,Los Padres National Forest,64,64,C50E,DAY,2006_CA-LPF-2023_DAY,,CA3461511897120060904,DAY,,2006,9/4/2006,247,1415,Human,Debris and open burning,,10/30/2006,303,1800,162702,G,34.63222222,-118.7697222,USFS,CA,111,6111,Ventura County
