Fire_ID,Agency_Type,NWCG_Reporting_ Agency,Reporting_Unit_ Name,Fire_Name,Year,Fire_Discovery_Date,Date_Contained,NWCG_Cause_Classification,Cause_Description,Fire_Size,Latitude,Longitude,Fire_Origin_Land_Owner,State,County
201338382,NONFED,ST/C&L,Texas Forest Service - Northwest Branch,WHITE HAT FIRE,2011,6/20/2011,6/27/2011,Human,Missing data not specified undetermined,72473.0,32.0782,-100.4601833,STATE OR PRIVATE,TX,Coke 
201338396,NONFED,ST/C&L,Texas Forest Service - West Branch,BOYKEN RD FIRE,2011,6/20/2011,6/21/2011,Human,Missing data not specified undetermined,5067.0,32.19215716,-101.439107,STATE OR PRIVATE,TX,Howard 
201338417,NONFED,ST/C&L,Texas Forest Service - Northwest Branch,RICHARDSON FIRE,2011,6/24/2011,6/25/2011,Human,Missing data not specified undetermined,7000.0,33.25437392,-101.456427,STATE OR PRIVATE,TX,Garza 
201338438,NONFED,ST/C&L,Texas Forest Service - Northwest Branch,WISEMAN COMPLEX / TOKE PLANT,2011,6/28/2011,6/29/2011,Natural,Natural,5721.0,34.09071481,-102.5873391,STATE OR PRIVATE,TX,Lamb 
201338605,NONFED,ST/C&L,Texas Forest Service - West Branch,CLAY FIRE,2011,7/12/2011,7/13/2011,Natural,Natural,5000.0,32.15053257,-101.3484869,STATE OR PRIVATE,TX,Howard 
201338744,NONFED,ST/C&L,Texas Forest Service - West Branch,STEGALL FIRE,2011,7/25/2011,7/28/2011,Human,Equipment and vehicle use,8640.0,30.30848901,-102.5309569,STATE OR PRIVATE,TX,Pecos 
201338902,NONFED,ST/C&L,Texas Forest Service - Northwest Branch,CHERRY HOMES FIRE,2011,8/7/2011,8/10/2011,Human,Recreation and ceremony,7328.0,33.39316667,-98.03966667,STATE OR PRIVATE,TX,Jack 
201339161,NONFED,ST/C&L,Texas Forest Service - North Branch,ROBINETTE FIRE,2011,8/20/2011,8/22/2011,Human,Missing data not specified undetermined,6180.0,31.266536,-97.725053,STATE OR PRIVATE,TX,Coryell 
201339386,NONFED,ST/C&L,Texas Forest Service - North Branch,101 RANCH FIRE,2011,8/30/2011,9/28/2011,Human,Power generation transmission distribution,6555.0,32.78126667,-98.43766667,STATE OR PRIVATE,TX,Palo Pinto 
201339417,NONFED,ST/C&L,Texas Forest Service - Northwest Branch,HORNETS' TANK FIRE,2011,8/31/2011,9/4/2011,Natural,Natural,5500.0,34.554215,-100.957146,STATE OR PRIVATE,TX,Briscoe 
201339499,NONFED,ST/C&L,Texas Forest Service - Linden Area,BEAR CREEK FIRE,2011,9/4/2011,9/15/2011,Human,Missing data not specified undetermined,41050.0,32.9731333,-94.4307,STATE OR PRIVATE,TX,Cass 
201339505,NONFED,ST/C&L,Texas Forest Service - Central Branch,PEDERNALES BEND FIRE,2011,9/4/2011,9/10/2011,Human,Missing data not specified undetermined,6500.0,30.3857833,-98.08505,STATE OR PRIVATE,TX,Travis 
201339520,NONFED,ST/C&L,Texas Forest Service - Central Branch,BASTROP COUNTY COMPLEX,2011,9/4/2011,9/30/2011,Human,Power generation transmission distribution,34068.0,30.22777389,-97.211651,STATE OR PRIVATE,TX,Bastrop 
201339523,NONFED,ST/C&L,Texas Forest Service - Central Branch,DELHI FIRE,2011,9/4/2011,9/10/2011,Human,Missing data not specified undetermined,6030.0,29.8208,-97.39621667,STATE OR PRIVATE,TX,Caldwell 
201339533,NONFED,ST/C&L,Texas Forest Service - Henderson Area,ANGELINA RIVER BOTTOM FIRE,2011,9/4/2011,9/8/2011,Human,Power generation transmission distribution,6550.0,31.75166667,-94.96083333,STATE OR PRIVATE,TX,Nacogdoches 
201339549,NONFED,ST/C&L,Texas Forest Service - Livingston Area,RILEY ROAD FIRE,2011,9/5/2011,9/15/2011,Natural,Natural,19960.0,30.27001667,-95.8179,STATE OR PRIVATE,TX,Grimes 
201430093,FED,FS,Beaverhead-Deerlodge National Forest,PONY,2012,6/24/2012,7/8/2012,Natural,Natural,5157.0,45.66861111,-111.9577778,STATE OR PRIVATE,MT,Madison 
201430122,FED,FS,Bitterroot National Forest,CABIN SPRING,2012,8/11/2012,9/5/2012,Natural,Natural,7863.0,45.54472222,-114.9611111,USFS,ID,Idaho 
201430171,FED,FS,Bitterroot National Forest,HAMILTON,2012,8/9/2012,9/15/2012,Natural,Natural,6108.0,45.58,-114.8897222,USFS,ID,Idaho 
201430182,FED,FS,Bitterroot National Forest,SAWTOOTH,2012,8/30/2012,10/29/2012,Natural,Natural,5927.0,46.22861111,-114.3072222,USFS,MT,Ravalli 
201430259,FED,FS,Clearwater National Forest,CEDAR,2012,8/8/2012,10/26/2012,Natural,Natural,17473.0,46.31861111,-114.6511111,USFS,ID,Idaho 
201430292,FED,FS,Clearwater National Forest,FREEZE OUT,2012,8/8/2012,10/26/2012,Natural,Natural,19704.0,46.39944444,-114.9394444,USFS,ID,Idaho 
201430308,FED,FS,Clearwater National Forest,FERN,2012,7/28/2012,10/26/2012,Natural,Natural,25873.0,46.42611111,-114.5063889,USFS,ID,Idaho 
201430366,FED,FS,Custer National Forest,TAYLOR CREEK,2012,7/3/2012,7/27/2012,Natural,Natural,62111.0,45.2425,-106.0525,USFS,MT,Powder River 
201430429,FED,FS,Flathead National Forest,CONDON MOUNTAIN,2012,7/28/2012,10/25/2012,Natural,Natural,5500.0,47.60083333,-113.6677778,USFS,MT,Missoula 
201430432,FED,FS,Flathead National Forest,WALL CREEK,2012,9/10/2012,10/25/2012,Natural,Natural,5011.0,47.80055556,-113.1838889,USFS,MT,Flathead 
201430458,FED,FS,Gallatin National Forest,PINE CREEK,2012,8/29/2012,11/15/2012,Human,Equipment and vehicle use,8612.0,45.50638889,-110.5752778,MISSING/NOT SPECIFIED,MT,Park 
201430493,FED,FS,Gallatin National Forest,MILLIE,2012,8/28/2012,11/1/2012,Natural,Natural,10515.0,45.40055556,-111.1033333,USFS,MT,Gallatin 
201430634,FED,FS,Lewis and Clark National Forest,ELBOW PASS COMPLEX,2012,7/12/2012,11/1/2012,Natural,Natural,17319.0,47.40638889,-112.8688889,USFS,MT,Lewis and Clark 
201430847,FED,FS,Nezperce National Forest,SQUARE ROCK,2012,8/13/2012,10/25/2012,Natural,Natural,5221.0,45.96916667,-115.0008333,USFS,ID,Idaho 
201430855,FED,FS,Nezperce National Forest,SHEEP,2012,9/6/2012,10/25/2012,Human,Missing data not specified undetermined,48626.0,45.53416667,-116.2975,USFS,ID,Idaho 
201430857,FED,FS,Nezperce National Forest,PETTIBONE,2012,7/28/2012,10/25/2012,Natural,Natural,15569.0,46.06083333,-114.7330556,USFS,ID,Idaho 
201430886,FED,FS,Nezperce National Forest,VISTA,2012,8/8/2012,10/25/2012,Natural,Natural,8708.0,46.15083333,-114.9330556,USFS,ID,Idaho 
201430887,FED,FS,Nezperce National Forest,MCGUIRE,2012,8/28/2012,10/29/2012,Natural,Natural,43577.0,45.59444444,-115.5511111,USFS,ID,Idaho 
201430911,FED,FS,Nezperce National Forest,BLEAK,2012,8/8/2012,10/29/2012,Natural,Natural,23700.0,45.6925,-115.0336111,USFS,ID,Idaho 
201430968,FED,FS,Bighorn National Forest,GILEAD,2012,8/14/2012,10/17/2012,Natural,Natural,8189.0,44.43277778,-106.9591667,USFS,WY,Johnson 
201431179,FED,FS,Medicine Bow-Routt National Forest,COW CAMP,2012,6/4/2012,6/13/2012,Natural,Natural,8333.51,42.19055556,-105.3755556,USFS,WY,Albany 
201431223,FED,FS,Medicine Bow-Routt National Forest,SQUIRREL CREEK,2012,6/30/2012,10/26/2012,Human,Missing data not specified undetermined,10517.0,41.11666667,-106.0833333,USFS,WY,Albany 
201431243,FED,FS,Medicine Bow-Routt National Forest,ARAPAHO FIRE,2012,6/27/2012,9/21/2012,Natural,Natural,98115.0,42.20083333,-105.4902778,USFS,WY,Albany 
201431297,FED,FS,Nebraska National Forest,HAY CANYON,2012,4/24/2012,4/26/2012,Natural,Natural,9882.0,43.33222222,-103.0636111,STATE OR PRIVATE,SD,Fall River 
201431322,FED,FS,Nebraska National Forest,DOUTHIT,2012,8/28/2012,10/1/2012,Natural,Natural,29730.0,42.77972222,-103.6008333,USFS,NE,Sioux 
201431341,FED,FS,Nebraska National Forest,WEST ASH,2012,8/28/2012,10/1/2012,Natural,Natural,56471.0,42.62444444,-103.2533333,USFS,NE,Dawes 
201431381,FED,FS,Arapaho-Roosevelt National Forest,HEWLETT,2012,5/14/2012,5/22/2012,Human,Recreation and ceremony,7685.0,40.725,-105.2680556,USFS,CO,Larimer 
201431384,FED,FS,Arapaho-Roosevelt National Forest,HIGH PARK,2012,6/9/2012,6/30/2012,Natural,Natural,87275.0,40.58944444,-105.4036111,MISSING/NOT SPECIFIED,CO,Larimer 
201431604,FED,FS,San Juan National Forest,LITTLE SAND,2012,5/14/2012,8/30/2012,Natural,Natural,24931.0,37.4025,-107.2433333,USFS,CO,Archuleta 
201431731,FED,FS,Shoshone National Forest,ALPINE LAKE,2012,8/9/2012,12/10/2012,Natural,Natural,45877.0,43.07305556,-109.4436111,USFS,WY,Fremont 
201432213,FED,FS,Coconino National Forest,CANYON,2012,6/29/2012,8/1/2012,Natural,Natural,8716.0,34.71777778,-111.1302778,USFS,AZ,Coconino 
201432297,FED,FS,Coronado National Forest,GRAPEVINE,2012,6/28/2012,7/2/2012,Natural,Natural,18300.0,32.56388889,-109.8683333,USFS,AZ,Graham 
201432326,FED,FS,Coronado National Forest,SCHOOL CANYON,2012,5/8/2012,5/11/2012,Human,Recreation and ceremony,7049.0,31.37,-110.4119444,USFS,AZ,Cochise 
201432331,FED,FS,Coronado National Forest,CAMPINI,2012,5/21/2012,5/25/2012,Human,Recreation and ceremony,12015.0,31.38333333,-110.45,USFS,AZ,Cochise 
201432336,FED,FS,Coronado National Forest,FOX,2012,6/16/2012,6/25/2012,Natural,Natural,7474.0,32.22694444,-110.465,USFS,AZ,Pima 
201432579,FED,FS,Lincoln National Forest,LITTLE BEAR,2012,6/4/2012,7/30/2012,Natural,Natural,40000.0,33.41972222,-105.8297222,USFS,NM,Lincoln 
201432586,FED,FS,Lincoln National Forest,HORSE CANYON,2012,6/29/2012,7/11/2012,Natural,Natural,7287.0,32.16861111,-104.6625,USFS,NM,Eddy 
201432610,FED,FS,Prescott National Forest,GLADIATOR,2012,5/13/2012,6/18/2012,Human,Other causes,16240.0,34.235,-112.3338889,USFS,AZ,Yavapai 
201432745,FED,FS,Tonto National Forest,MISTAKE PEAK,2012,8/8/2012,8/24/2012,Human,Recreation and ceremony,5220.0,33.89722222,-111.1466667,USFS,AZ,Gila 
201432752,FED,FS,Tonto National Forest,SUNFLOWER,2012,5/12/2012,7/2/2012,Human,Missing data not specified undetermined,17618.0,33.93027778,-111.4763889,USFS,AZ,Maricopa 
201432861,FED,FS,Tonto National Forest,POCO,2012,6/14/2012,7/19/2012,Human,Missing data not specified undetermined,11936.0,34.16722222,-110.8652778,USFS,AZ,Gila 
201432919,FED,FS,Tonto National Forest,SQUAW CREEK,2012,7/11/2012,7/12/2012,Natural,Natural,5305.0,34.06583333,-112.0463889,USFS,AZ,Maricopa 
201432957,FED,FS,Boise National Forest,TRINITY RIDGE,2012,8/3/2012,10/22/2012,Human,Equipment and vehicle use,146832.0,43.71111111,-115.3655556,USFS,ID,Elmore 
201433003,FED,FS,Boise National Forest,SPRINGS,2012,8/5/2012,8/19/2012,Human,Missing data not specified undetermined,6146.0,44.09222222,-116.0463889,OTHER FEDERAL,ID,Boise 
201433054,FED,FS,Bridger-Teton National Forest,FONTENELLE,2012,6/24/2012,10/23/2012,Human,Missing data not specified undetermined,65220.0,42.43416667,-110.6005556,USFS,WY,Lincoln 
201433062,FED,FS,Bridger-Teton National Forest,NORTH BUFFALO,2012,8/24/2012,10/24/2012,Human,Recreation and ceremony,29950.0,43.92555556,-110.2111111,USFS,WY,Teton 
201433064,FED,FS,Bridger-Teton National Forest,BEAR CUB,2012,7/3/2012,10/4/2012,Natural,Natural,6493.0,43.87972222,-110.0241667,USFS,WY,Fremont 
201433144,FED,FS,Dixie National Forest,SHINGLE,2012,7/1/2012,7/24/2012,Human,Equipment and vehicle use,8061.0,37.43472222,-112.6444444,USFS,UT,Kane 
201433258,FED,FS,Manti-Lasal National Forest,SEELEY,2012,6/26/2012,8/2/2012,Natural,Natural,48986.0,39.49861111,-111.1761111,USFS,UT,Emery 
201433317,FED,FS,Payette National Forest,WESLEY,2012,9/9/2012,10/25/2012,Natural,Natural,16010.0,45.10638889,-116.5052778,USFS,ID,Adams 
201433352,FED,FS,Salmon-Challis National Forest,LOST PACKER,2012,8/12/2012,8/14/2012,Natural,Natural,52008.0,45.47138889,-114.7616667,USFS,ID,Lemhi 
201433356,FED,FS,Salmon-Challis National Forest,HALSTEAD,2012,7/27/2012,10/24/2012,Natural,Natural,181948.0,44.42972222,-115.1722222,USFS,ID,Custer 
201433371,FED,FS,Salmon-Challis National Forest,MUSTANG,2012,7/30/2012,11/5/2012,Natural,Natural,275960.0,45.425,-114.59,USFS,ID,Lemhi 
201433372,FED,FS,Salmon-Challis National Forest,MERINO,2012,8/9/2012,10/15/2012,Natural,Natural,7863.0,44.65333333,-114.87,USFS,ID,Custer 
201433445,FED,FS,Sawtooth National Forest,CAVE CANYON,2012,8/5/2012,8/23/2012,Natural,Natural,88909.0,42.2775,-114.06,USFS,ID,Cassia 
201433446,FED,FS,Sawtooth National Forest,DEER HOLLOW,2012,8/6/2012,8/8/2012,Natural,Natural,5441.0,42.07166667,-113.1591667,USFS,ID,Cassia 
201433539,FED,FS,Toiyabe National Forest,BROWNS GULCH,2012,8/8/2012,8/20/2012,Natural,Natural,11822.04,41.84972222,-115.97,USFS,NV,Elko 
201433577,FED,FS,Toiyabe National Forest,NORTH SCHELL,2012,6/17/2012,7/4/2012,Natural,Natural,12046.0,39.29972222,-114.8419444,USFS,NV,White Pine 
201434171,FED,FS,Klamath National Forest,GOFF,2012,8/5/2012,10/1/2012,Natural,Natural,22283.0,41.88611111,-123.2519444,USFS,CA,Siskiyou 
201434271,FED,FS,Mendocino National Forest,NORTH PASS,2012,8/18/2012,10/16/2012,Natural,Natural,41983.0,39.86611111,-123.1291667,MISSING/NOT SPECIFIED,CA,Mendocino 
201434273,FED,FS,Mendocino National Forest,MILL,2012,7/7/2012,8/2/2012,Human,Missing data not specified undetermined,29502.0,39.31833333,-122.7069444,USFS,CA,Colusa 
201434383,FED,FS,Plumas National Forest,CHIPS,2012,7/29/2012,10/25/2012,Human,Recreation and ceremony,75431.0,40.00694444,-121.2713889,USFS,CA,Plumas 
201434791,FED,FS,Shasta-Trinity National Forest,BAGLEY COMPLEX,2012,8/18/2012,9/15/2012,Natural,Natural,46011.0,41.0,-122.0333333,USFS,CA,Shasta 
201435238,FED,FS,Deschutes National Forest,0537  POLE CREEK,2012,9/9/2012,10/17/2012,Natural,Natural,26795.0,44.175,-121.6952778,USFS,OR,Deschutes 
201435348,FED,FS,Fremont-Winema National Forest,BARRY POINT,2012,8/6/2012,9/17/2012,Natural,Natural,92977.0,42.11166667,-120.8013889,USFS,OR,Lake 
201435383,FED,FS,Gifford Pinchot National Forest,CASCADE CREEK,2012,9/9/2012,10/25/2012,Natural,Natural,20296.0,46.13583333,-121.5508333,USFS,WA,Skamania 
201435476,FED,FS,Malheur National Forest,PARISH CABIN FIRE,2012,8/28/2012,10/16/2012,Human,Arson incendiarism,6481.0,44.17222222,-118.7819444,USFS,OR,Grant 
201435804,FED,FS,Wallowa-Whitman National Forest,CACHE CREEK,2012,8/20/2012,11/5/2012,Natural,Natural,73582.0,45.98638889,-116.9283333,USFS,OR,Wallowa 
201435908,FED,FS,Wenatchee National Forest,BUCKHORN,2012,9/9/2012,11/1/2012,Natural,Natural,6169.0,48.17777778,-120.135,USFS,WA,Okanogan 
201435930,FED,FS,Wenatchee National Forest,BYRD,2012,9/9/2012,10/22/2012,Natural,Natural,14164.11,47.74055556,-120.2452778,USFS,WA,Chelan 
201435939,FED,FS,Wenatchee National Forest,TABLE MOUNTAIN,2012,9/15/2012,10/20/2012,Natural,Natural,43874.0,47.24083333,-120.5663889,USFS,WA,Kittitas 
201435953,FED,FS,Wenatchee National Forest,GOAT,2012,9/15/2012,10/22/2012,Human,Arson incendiarism,7378.0,48.03277778,-119.9844444,USFS,WA,Okanogan 
201435994,FED,FS,Wenatchee National Forest,PEAVINE,2012,9/8/2012,10/13/2012,Natural,Natural,19314.0,47.36805556,-120.4652778,USFS,WA,Chelan 
201436052,FED,FS,Wenatchee National Forest,CANYON,2012,9/8/2012,10/13/2012,Natural,Natural,7548.0,47.44527778,-120.4416667,USFS,WA,Chelan 
201436059,FED,FS,Wenatchee National Forest,POISON,2012,9/8/2012,10/13/2012,Natural,Natural,5962.0,47.45527778,-120.5152778,USFS,WA,Chelan 
201436439,FED,FS,National Forests in Florida,COUNTYLINE,2012,4/5/2012,9/5/2012,Natural,Natural,34936.0,30.45194444,-82.45666667,USFS,FL,Columbia 
201436579,FED,FS,George Washington and Jefferson National Forests,ALLEGHANY TUNNELS,2012,4/7/2012,4/26/2012,Human,Railroad operations and maintenance,11381.0,37.75861111,-80.19888889,USFS,VA,Alleghany 
201436585,FED,FS,George Washington and Jefferson National Forests,RICH HOLE,2012,4/9/2012,4/26/2012,Human,Arson incendiarism,15454.0,37.86972222,-79.62527778,USFS,VA,Rockbridge 
201436592,FED,FS,George Washington and Jefferson National Forests,BARBOURS CREEK,2012,4/7/2012,4/26/2012,Human,Fireworks,7351.0,37.63,-80.0625,USFS,VA,Craig 
201436855,FED,FS,National Forests in North Carolina,DAD,2012,6/16/2012,7/6/2012,Human,Debris and open burning,21331.0,34.93333333,-77.01666667,USFS,NC,Craven 
201500267,FED,BLM,Arizona Strip Field Office,HOBBLE COMPLEX,2012,7/12/2012,8/1/2012,Natural,Natural,34200.0,36.6069,-113.6819,BLM,AZ,Mohave 
201501146,FED,BLM,California Desert District,STEWART,2012,8/13/2012,8/20/2012,Natural,Natural,10632.0,33.127028,-116.498985,STATE,CA,San Diego 
201501152,FED,BLM,California Desert District,JAWBONE COMPLEX,2012,8/10/2012,9/5/2012,Natural,Natural,12018.0,35.3419,-118.2383,BLM,CA,Kern 
201501272,FED,BLM,Central California District,WALKER WYE,2012,8/12/2012,8/19/2012,Human,Equipment and vehicle use,7934.0,39.01158,-122.44192,BLM,CA,Lake 
201501309,FED,BLM,Central California District,INDIAN,2012,8/8/2012,8/24/2012,Natural,Natural,12575.0,37.9028,-118.8528,BLM,CA,Mono 
201501322,FED,BLM,Central California District,SIXTEEN COMPLEX,2012,9/4/2012,9/10/2012,Human,Arson incendiarism,17944.0,38.94444,-122.3445,BLM,CA,Colusa 
201501599,FED,BLM,NorCal Region,LOST,2012,8/5/2012,8/12/2012,Natural,Natural,61298.0,41.1389,-119.75,BLM,NV,Washoe 
201501605,FED,BLM,NorCal Region,RUSH,2012,8/12/2012,10/22/2012,Natural,Natural,315578.8,40.6153,-120.1153,BLM,CA,Lassen 
201501611,FED,BLM,NorCal Region,TGU PONDEROSA,2012,8/18/2012,9/8/2012,Natural,Natural,27676.0,40.3832,-121.8347,PRIVATE,CA,Tehama 
201501618,FED,BLM,NorCal Region,LIKELY,2012,9/5/2012,10/21/2012,Human,Equipment and vehicle use,9838.0,41.0917,-120.4733,BLM,CA,Lassen 
201501908,FED,BLM,Craig NW Center,WOLF,2012,8/3/2012,8/22/2012,Natural,Natural,5126.0,40.2853,-108.395,BLM,CO,Moffat 
201502188,FED,BLM,Grand Junction Center,PINE RIDGE,2012,6/27/2012,7/12/2012,Natural,Natural,13920.0,39.2358,-108.388,BLM,CO,Mesa 
201502245,FED,BLM,Montrose Interagency Center,SUNRISE MINE,2012,5/25/2012,6/7/2012,Human,Missing data not specified undetermined,5742.0,38.4358,-108.9889,BLM,CO,Montrose 
201502383,FED,BLM,San Juan Field Office,WEBER,2012,6/22/2012,7/24/2012,Human,Arson incendiarism,10133.0,37.2708,-108.3025,BLM,CO,Montezuma 
201502627,FED,BLM,Birds of Prey NCA,SOUTH INDIAN,2012,7/9/2012,7/10/2012,Natural,Natural,14095.0,42.87057,-115.57663,BLM,ID,Owyhee 
201502658,FED,BLM,Birds of Prey NCA,CON SHEA,2012,6/13/2012,6/15/2012,Human,Missing data not specified undetermined,8898.0,43.29117,-116.45538,BOR,ID,Owyhee 
201502736,FED,BLM,Bruneau Field Office,JACKS,2012,7/9/2012,7/19/2012,Natural,Natural,48894.0,42.61833,-116.18528,BLM,ID,Owyhee 
201502816,FED,BLM,Four Rivers Field Office,DITTO,2012,7/6/2012,7/8/2012,Human,Fireworks,6179.0,43.31232,-115.82538,PRIVATE,ID,Elmore 
201502824,FED,BLM,Four Rivers Field Office,BENWALK,2012,7/9/2012,7/11/2012,Natural,Natural,29100.0,43.04969,-115.39013,BLM,ID,Elmore 
201502828,FED,BLM,Four Rivers Field Office,STOUT,2012,7/11/2012,7/15/2012,Natural,Natural,12768.0,43.12659,-115.40838,BLM,ID,Elmore 
201502878,FED,BLM,Four Rivers Field Office,HIGHWAY 20,2012,6/4/2012,6/5/2012,Human,Power generation transmission distribution,6134.0,43.17752,-115.60466,PRIVATE,ID,Elmore 
201502894,FED,BLM,Idaho Falls Field Office,COX S WELL,2012,7/11/2012,7/12/2012,Natural,Natural,7800.0,43.205,-113.2622,BLM,ID,Blaine 
201502895,FED,BLM,Idaho Falls Field Office,MIDWAY,2012,7/10/2012,7/14/2012,Natural,Natural,8435.0,43.4255,-112.8836,BLM,ID,Butte 
201502898,FED,BLM,Idaho Falls Field Office,CEDAR BUTTE WSA,2012,7/11/2012,7/29/2012,Natural,Natural,23051.0,43.29,-112.7497,BLM,ID,Bingham 
201502902,FED,BLM,Idaho Falls Field Office,RIDGE TOP,2012,7/27/2012,8/3/2012,Natural,Natural,16613.0,43.1811,-112.1361,TRIBAL,ID,Bingham 
201502937,FED,BLM,Jarbidge Field Office,KINYON ROAD,2012,7/7/2012,7/15/2012,Natural,Natural,210874.0,42.4533,-115.0253,BLM,ID,Owyhee 
201502949,FED,BLM,Jarbidge Field Office,BALANCED ROAD,2012,6/3/2012,6/4/2012,Human,Equipment and vehicle use,6425.0,42.5783,-115.0022,PRIVATE,ID,Twin Falls 
201503093,FED,BLM,Shoshone Field Office,LAIDLAW,2012,7/8/2012,7/11/2012,Natural,Natural,7935.0,43.1397,-113.5858,BLM,ID,Blaine 
201503097,FED,BLM,Shoshone Field Office,TRAPPER CABIN,2012,7/13/2012,7/14/2012,Natural,Natural,6558.0,42.9411,-113.6022,BLM,ID,Minidoka 
201503099,FED,BLM,Shoshone Field Office,OWINZA,2012,7/22/2012,7/24/2012,Natural,Natural,34507.0,42.8228,-114.0517,BLM,ID,Lincoln 
201503105,FED,BLM,Shoshone Field Office,SID CROSSING,2012,7/26/2012,7/29/2012,Natural,Natural,20784.0,42.9089,-113.995,BLM,ID,Lincoln 
201503107,FED,BLM,Shoshone Field Office,FLAT TOP 2,2012,8/5/2012,8/13/2012,Natural,Natural,140954.0,42.9594,-113.7497,BLM,ID,Lincoln 
201504180,FED,BLM,Billings Field Office,DELPHIA,2012,8/24/2012,10/2/2012,Natural,Natural,40084.8,46.4931,-108.2153,PRIVATE,MT,Musselshell 
201504193,FED,BLM,Billings Field Office,DAHL,2012,6/26/2012,10/2/2012,Natural,Natural,22045.0,46.2789,-108.6661,PRIVATE,MT,Musselshell 
201504352,FED,BLM,Dillon Field Office,BEAR TRAP 2,2012,6/25/2012,7/6/2012,Human,Fireworks,15341.0,45.6128,-111.555,BLM,MT,Madison 
201504683,FED,BLM,Lewistown Field Office,WOLF CREEK,2012,7/24/2012,8/16/2012,Natural,Natural,12160.0,47.4828,-108.1706,BLM,MT,Petroleum 
201504724,FED,BLM,Malta Field Office,ESTER LAKE,2012,8/24/2012,10/4/2012,Human,Arson incendiarism,10924.0,48.0667,-108.2667,PRIVATE,MT,Phillips 
201504735,FED,BLM,Miles City Field Office,HORSE CREEK,2012,7/1/2012,7/11/2012,Natural,Natural,7568.0,45.9731,-107.0764,PRIVATE,MT,Treasure 
201504742,FED,BLM,Miles City Field Office,TIDWELL,2012,7/5/2012,7/7/2012,Natural,Natural,6169.0,45.085,-106.362,PRIVATE,MT,Big Horn 
201504814,FED,BLM,Miles City Field Office,ROSEBUD COMPLEX,2012,8/2/2012,8/18/2012,Natural,Natural,152261.1,46.1614,-106.2111,PRIVATE,MT,Rosebud 
201504822,FED,BLM,Miles City Field Office,SWEENEY,2012,8/1/2012,8/14/2012,Natural,Natural,9016.0,46.1586,-106.1817,BLM,MT,Rosebud 
201504855,FED,BLM,Miles City Field Office,DUTCH,2012,9/10/2012,9/15/2012,Natural,Natural,19247.1,45.1497,-105.8869,USFS,MT,Powder River 
201504874,FED,BLM,Miles City Field Office,DUGAN,2012,9/14/2012,9/24/2012,Human,Missing data not specified undetermined,10473.0,45.8369,-104.5719,USFS,MT,Carter 
201506622,FED,BLM,Battle Mountain Field Office,FRAISER,2012,8/5/2012,8/28/2012,Natural,Natural,12091.0,39.905,-116.255,BLM,NV,Eureka 
201506629,FED,BLM,Battle Mountain Field Office,GILBERT,2012,8/5/2012,8/28/2012,Natural,Natural,31503.0,39.6542,-117.4431,BLM,NV,Lander 
201506632,FED,BLM,Battle Mountain Field Office,CAIN,2012,8/9/2012,8/28/2012,Natural,Natural,7403.0,40.0519,-117.5031,BLM,NV,Pershing 
201506735,FED,BLM,Carson City Field Office,WALL,2012,5/16/2012,5/21/2012,Human,Missing data not specified undetermined,17200.0,39.8889,-117.5567,BLM,NV,Churchill 
201506741,FED,BLM,Carson City Field Office,TRE,2012,5/22/2012,6/2/2012,Human,Debris and open burning,7153.0,38.7597,-119.5242,PRIVATE,NV,Douglas 
201506787,FED,BLM,Elko Field Office,20 MILE,2012,7/12/2012,7/14/2012,Natural,Natural,13149.2,41.4558,-114.4117,BLM,NV,Elko 
201506834,FED,BLM,Elko Field Office,WILLOW,2012,8/5/2012,8/17/2012,Natural,Natural,42780.0,41.3036,-116.5139,BLM,NV,Elko 
201506853,FED,BLM,Elko Field Office,LIME,2012,8/8/2012,8/16/2012,Natural,Natural,7589.5,41.5564,-116.2094,BLM,NV,Elko 
201506858,FED,BLM,Elko Field Office,HOMER,2012,8/8/2012,8/21/2012,Natural,Natural,9560.0,41.8008,-116.1667,PRIVATE,NV,Elko 
201506875,FED,BLM,Elko Field Office,MUSTANG,2012,8/10/2012,8/17/2012,Natural,Natural,19323.0,41.9714,-115.7361,BLM,NV,Elko 
201507013,FED,BLM,Ely Field Office,GREGERSON,2012,7/23/2012,7/31/2012,Natural,Natural,7300.0,37.2919,-114.8114,BLM,NV,Lincoln 
201507028,FED,BLM,Ely Field Office,BASIN,2012,8/1/2012,8/5/2012,Natural,Natural,6057.0,37.5503,-114.3375,BLM,NV,Lincoln 
201507046,FED,BLM,Ely Field Office,DEL,2012,8/4/2012,8/11/2012,Natural,Natural,23680.0,37.1917,-114.9092,BLM,NV,Lincoln 
201507161,FED,BLM,Ely Field Office,WHITE ROCK,2012,6/1/2012,6/10/2012,Natural,Natural,6270.0,38.0947,-114.1011,BLM,NV,Lincoln 
201507171,FED,BLM,Ely Field Office,EGAN,2012,6/30/2012,7/8/2012,Human,Equipment and vehicle use,7238.0,38.7214,-114.9997,BLM,NV,White Pine 
201507302,FED,BLM,Winnemucca Field Office,HOLLOWAY,2012,8/5/2012,8/31/2012,Natural,Natural,461047.0,41.9733,-118.365,BLM,OR,Harney 
201507304,FED,BLM,Winnemucca Field Office,BUCKSKIN,2012,8/13/2012,8/15/2012,Human,Power generation transmission distribution,10720.6,41.79253,-117.73828,BLM,NV,Lander 
